date,region,wind
2017-01-15 00:00:00,nord,fort 
,nord,Faible 
2017-01-16 00:00:00,nord,Faible 
,nord,fort 
2017-01-17 00:00:00,est,fort 
,ouest,fort 
,nord,fort 
2017-01-18 00:00:00,est,fort 
,ouest,fort 
2017-01-19 00:00:00,est,faible 
,sud,faible 
2017-01-20 00:00:00,est,faible 
,nord,fort 
,sud,faible 
,sud,faible 
2017-01-21 00:00:00,nord,fort 
,sud,Faible 
,sud,faible 
2017-01-22 00:00:00,sud,Faible 
,nord,fort 
2017-01-23 00:00:00,nord,fort 
2017-01-24 00:00:00,nord,faible 
,sud,faible 
2017-01-25 00:00:00,sud,faible 
,nord,faible 
,nord,fort 
2017-01-26 00:00:00,nord,fort 
2017-01-27 00:00:00,sud,fort 
,nord,fort 
2017-01-28 00:00:00,nord,fort 
,sud,faible 
,sud,fort 
2017-01-29 00:00:00,nord,fort 
,sud,faible 
,sud,faible 
2017-01-30 00:00:00,sud,faible 
,nord,fort 
,nord,fort 
2017-01-31 00:00:00,nord,fort 
,nord,fort 
,ouest,faible 
2017-02-01 00:00:00,nord,fort 
,ouest,faible 
2017-02-03 00:00:00,sud,fort 
2017-02-04 00:00:00,sud,fort 
,sud,faible 
2017-02-05 00:00:00,sud,faible 
,est,fort 
,nord,fort 
2017-02-06 00:00:00,est,fort 
,nord,fort 
2017-02-07 00:00:00,ouest,faible 
2017-02-08 00:00:00,nord,faible 
,ouest,faible 
2017-02-09 00:00:00,sud,faible 
,nord,faible 
,nord,fort 
2017-02-10 00:00:00,nord,fort 
,nord,fort 
,sud,faible 
2017-02-11 00:00:00,nord,fort 
2017-02-13 00:00:00,nord,fort 
2017-02-14 00:00:00,nord,fort 
,sud,faible 
2017-02-15 00:00:00,sud,Faible 
,sud,faible 
,ouest,faible 
2017-02-16 00:00:00,sud,Faible 
,est,fort 
,ouest,faible 
2017-02-17 00:00:00,est,fort 
2017-02-19 00:00:00,nord,fort 
2017-02-20 00:00:00,ouest,fort 
,nord,fort 
2017-02-21 00:00:00,ouest,fort 
,nord,fort 
,ouest,faible 
2017-02-22 00:00:00,nord,fort 
,ouest,faible 
2017-02-23 00:00:00,sud,faible 
2017-02-24 00:00:00,nord,fort 
,sud,faible 
,ouest,fort 
2017-02-25 00:00:00,ouest,fort 
,nord,faible 
,nord,fort 
2017-02-26 00:00:00,nord,fort 
,nord,faible 
2017-02-27 00:00:00,sud,fort 
,nord,fort 
2017-02-28 00:00:00,ouest,fort 
,sud,fort 
,sud,fort 
2017-03-01 00:00:00,sud,fort 
,nord,fort 
,ouest,fort 
2017-03-02 00:00:00,sud,faible 
,nord,fort 
2017-03-03 00:00:00,nord,fort 
,sud,faible 
,sud,fort 
2017-03-04 00:00:00,nord,fort 
,-,fort 
,sud,fort 
2017-03-05 00:00:00,-,fort 
2017-03-06 00:00:00,nord,fort 
2017-03-07 00:00:00,nord,fort 
,nord,fort 
2017-03-08 00:00:00,ouest,fort 
,nord,fort 
,sud,fort 
2017-03-09 00:00:00,ouest,fort 
,sud,fort 
,sud,fort 
,nord,fort 
2017-03-10 00:00:00,sud,fort 
,nord,fort 
2017-03-11 00:00:00,nord,fort 
2017-03-12 00:00:00,nord,fort 
,nord,faible 
2017-03-13 00:00:00,nord,Faible 
,nord,faible 
2017-03-14 00:00:00,nord,Faible 
2017-03-15 00:00:00,-,faible 
2017-03-16 00:00:00,-,faible 
,ouest,fort 
2017-03-17 00:00:00,-,fort 
,ouest,fort 
2017-03-18 00:00:00,-,fort 
,-,fort 
2017-03-19 00:00:00,-,fort 
,-,faible 
2017-03-20 00:00:00,-,faible 
2017-03-21 00:00:00,sud,fort 
2017-03-22 00:00:00,sud,fort 
,sud,fort 
2017-03-23 00:00:00,sud,fort 
,sud,fort 
2017-03-24 00:00:00,nord,fort 
,sud,fort 
2017-03-25 00:00:00,ouest,fort 
,nord,fort 
2017-03-26 00:00:00,nord,fort 
,est,faible 
,ouest,fort 
2017-03-27 00:00:00,nord,fort 
,nord,fort 
,est,faible 
,est,faible 
2017-03-28 00:00:00,nord,fort 
,est,faible 
,nord,faible 
2017-03-29 00:00:00,nord,faible 
2017-03-30 00:00:00,est,fort 
2017-03-31 00:00:00,est,fort 
,sud,fort 
2017-04-01 00:00:00,sud,fort 
,sud,fort 
2017-04-02 00:00:00,sud,fort 
,nord,faible 
2017-04-03 00:00:00,nord,Faible 
,nord,faible 
2017-04-04 00:00:00,nord,faible 
,nord,Faible 
2017-04-05 00:00:00,nord,faible 
,nord,Faible 
2017-04-06 00:00:00,nord,fort 
,nord,Faible 
2017-04-07 00:00:00,nord,fort 
,-,faible 
2017-04-08 00:00:00,-,faible 
2017-04-09 00:00:00,ouest,Faible 
2017-04-10 00:00:00,ouest,faible 
2017-04-11 00:00:00,ouest,Faible 
2017-04-12 00:00:00,sud,fort 
,ouest,faible 
,nord,fort 
2017-04-13 00:00:00,ouest,faible 
2017-04-14 00:00:00,ouest,faible 
2017-04-17 00:00:00,nord,fort 
2017-04-18 00:00:00,nord,fort 
,nord,fort 
2017-04-19 00:00:00,nord,fort 
2017-04-21 00:00:00,nord,Faible 
2017-04-22 00:00:00,nord,fort 
2017-04-23 00:00:00,ouest,faible 
,nord,fort 
2017-04-24 00:00:00,ouest,faible 
,sud,fort 
2017-04-25 00:00:00,est,fort 
2017-04-27 00:00:00,-,faible 
2017-04-28 00:00:00,-,fort 
2017-04-29 00:00:00,-,faible 
2017-04-30 00:00:00,sud,fort 
,nord,fort 
2017-05-01 00:00:00,sud,fort 
2017-05-02 00:00:00,nord,fort 
2017-05-03 00:00:00,-,faible 
2017-05-04 00:00:00,nord,faible 
,ouest,fort 
2017-05-06 00:00:00,nord,fort 
2017-05-07 00:00:00,nord,fort 
,est,fort 
2017-05-08 00:00:00,nord,Faible 
2017-05-09 00:00:00,-,faible 
2017-05-11 00:00:00,-,fort 
2017-05-12 00:00:00,-,faible 
2017-05-13 00:00:00,-,fort 
2017-05-17 00:00:00,-,fort 
2017-05-18 00:00:00,sud,fort 
2017-05-19 00:00:00,sud,fort 
,nord,fort 
2017-05-22 00:00:00,sud,fort 
,ouest,faible 
2017-06-04 00:00:00,-,faible 
2017-06-05 00:00:00,sud,fort 
,nord,fort 
2017-07-26 00:00:00,nord,fort 
2017-08-31 00:00:00,est,fort 
2017-09-09 00:00:00,sud,fort 
2017-09-15 00:00:00,-,fort 
2017-09-17 00:00:00,-,faible 
